14.2,0.579,0.99785,0.00215
14.2,0.58,0.99421,0.00579
14.2,0.581,0.98891,0.01109
14.2,0.582,0.98388,0.01612
14.2,0.583,0.98066,0.01934
14.2,0.584,0.98001,0.01999
14.2,0.585,0.98183,0.01817
14.2,0.586,0.98535,0.01465
