14.2,0.659,0.98869,0.01131
14.2,0.66,0.98924,0.01076
14.2,0.661,0.98896,0.01104
14.2,0.662,0.9864,0.0136
14.2,0.663,0.9848,0.0152
14.2,0.664,0.9835,0.0165
14.2,0.665,0.9827,0.0173
14.2,0.666,0.98218,0.01782
