 #1/sqrt(n)      result        n
    0.7071          0.30       2
    0.5000          0.31       4
    0.3536          0.35       8
    0.2500          0.37      16
    0.1768          0.36      32
    0.1250          0.37      64
    0.0884          0.37     128
    0.0625          0.37     256
