-60 0
-59.6 0
-59.2 0
-58.8 0
-58.4 0
-58 0
-57.6 0
-57.2 0
-56.8 0
-56.4 0
-56 0
-55.6 0
-55.2 0
-54.8 0
-54.4 0
-54 0
-53.6 0
-53.2 0
-52.8 0
-52.4 0
-52 0
-51.6 0
-51.2 0
-50.8 0
-50.4 0
-50 0
-49.6 0
-49.2 0
-48.8 0
-48.4 0
-48 0
-47.6 0
-47.2 0
-46.8 0
-46.4 0
-46 0
-45.6 0
-45.2 0
-44.8 0
-44.4 0
-44 0
-43.6 0
-43.2 0
-42.8 0
-42.4 0
-42 0
-41.6 0
-41.2 0
-40.8 0
-40.4 0
-40 0
-39.6 0
-39.2 0
-38.8 0
-38.4 0
-38 0
-37.6 0
-37.2 0
-36.8 0
-36.4 0
-36 0
-35.6 0
-35.2 0
-34.8 0
-34.4 0
-34 0
-33.6 0
-33.2 0
-32.8 0
-32.4 0
-32 0
-31.6 0
-31.2 0
-30.8 0
-30.4 0
-30 0
-29.6 0
-29.2 0
-28.8 0
-28.4 0
-28 0
-27.6 0
-27.2 0
-26.8 0
-26.4 0
-26 0
-25.6 0
-25.2 0
-24.8 0
-24.4 0
-24 0
-23.6 0
-23.2 0
-22.8 0
-22.4 0
-22 0
-21.6 0
-21.2 0
-20.8 0
-20.4 0
-20 0

