14.2	531.0	0.0618	0.9382
14.2	532.0	0.07905	0.92095
14.2	533.0	0.09989	0.90011
14.2	534.0	0.12324	0.87676
14.2	535.0	0.14674	0.85326
14.2	536.0	0.16745	0.83255
14.2	537.0	0.1837	0.8163
14.2	538.0	0.19683	0.80317
14.2	539.0	0.21055	0.78945
14.2	540.0	0.22923	0.77077
14.2	541.0	0.257	0.743
14.2	542.0	0.35513	0.64487
14.2	543.0	0.42917	0.57083
14.2	544.0	0.51272	0.48728
14.2	545.0	0.58921	0.41079
14.2	546.0	0.64245	0.35755
14.2	547.0	0.67056	0.32944
14.2	548.0	0.68412	0.31588
14.2	549.0	0.6958	0.3042
14.2	550.0	0.71381	0.28619
14.2	551.0	0.7415	0.2585
14.2	552.0	0.77969	0.22031
14.2	553.0	0.82823	0.17177
14.2	554.0	0.88397	0.11603
14.2	555.0	0.93686	0.06314
14.2	556.0	0.9733	0.0267
14.2	557.0	0.98836	0.01164
14.2	558.0	0.98926	0.01074
14.2	559.0	0.98576	0.01424
14.2	560.0	0.98308	0.01692
14.2	561.0	0.98228	0.01772
14.2	562.0	0.98267	0.01733
14.2	563.0	0.98336	0.01664
14.2	564.0	0.98413	0.01587
14.2	565.0	0.98555	0.01445
14.2	566.0	0.98817	0.01183
14.2	567.0	0.99149	0.00850999
14.2	568.0	0.99401	0.00599003
14.2	569.0	0.9941	0.00590003
14.2	570.0	0.99119	0.00880998
14.2	571.0	0.98617	0.01383
14.2	572.0	0.9811	0.0189
14.2	573.0	0.97822	0.02178
14.2	574.0	0.97892	0.02108
14.2	575.0	0.98312	0.01688
14.2	576.0	0.98928	0.01072
14.2	577.0	0.99505	0.00494999
14.2	578.0	0.99827	0.00173002
14.2	579.0	0.99785	0.00215
14.2	580.0	0.99421	0.00579
14.2	581.0	0.98891	0.01109
14.2	582.0	0.98388	0.01612
14.2	583.0	0.98066	0.01934
14.2	584.0	0.98001	0.01999
14.2	585.0	0.98183	0.01817
14.2	586.0	0.98535	0.01465
14.2	587.0	0.98945	0.01055
14.2	588.0	0.99302	0.00698
14.2	589.0	0.9952	0.00480002
14.2	590.0	0.99557	0.00443
14.2	591.0	0.99418	0.00581998
14.2	592.0	0.99155	0.00844997
14.2	593.0	0.98852	0.01148
14.2	594.0	0.98606	0.01394
14.2	595.0	0.98496	0.01504
14.2	596.0	0.98563	0.01437
14.2	597.0	0.9879	0.0121
14.2	598.0	0.99106	0.00893998
14.2	599.0	0.99403	0.00597
14.2	600.0	0.99575	0.00424999
14.2	601.0	0.99563	0.00436997
14.2	602.0	0.9938	0.00620002
14.2	603.0	0.99107	0.00893003
14.2	604.0	0.98857	0.01143
14.2	605.0	0.98736	0.01264
14.2	606.0	0.98791	0.01209
14.2	607.0	0.98995	0.01005
14.2	608.0	0.99253	0.00747001
14.2	609.0	0.99448	0.00551999
14.2	610.0	0.99485	0.00515002
14.2	611.0	0.99338	0.00661999
14.2	612.0	0.99054	0.00945997
14.2	613.0	0.98738	0.01262
14.2	614.0	0.98507	0.01493
14.2	615.0	0.98444	0.01556
14.2	616.0	0.98558	0.01442
14.2	617.0	0.98781	0.01219
14.2	618.0	0.98999	0.01001
14.2	619.0	0.99096	0.00904
14.2	620.0	0.99008	0.00992
14.2	621.0	0.98751	0.01249
14.2	622.0	0.98406	0.01594
14.2	623.0	0.98094	0.01906
14.2	624.0	0.97919	0.02081
14.2	625.0	0.97932	0.02068
14.2	626.0	0.98103	0.01897
14.2	627.0	0.98336	0.01664
14.2	628.0	0.9851	0.0149
14.2	629.0	0.98527	0.01473
14.2	630.0	0.98356	0.01644
14.2	631.0	0.98043	0.01957
14.2	632.0	0.97694	0.02306
14.2	633.0	0.9743	0.0257
