radius  surf_mag
2.780	18.428
3.208	18.566
3.443	18.643
3.801	18.733
4.276	18.881
4.595	18.954
5.309	19.118
5.943	19.257
6.378	19.346
7.345	19.526
7.709	19.606
8.511	19.732
9.446	19.881
10.641	20.069
11.420	20.184
12.609	20.349
13.625	20.491
15.057	20.673
16.740	20.880
18.211	21.051
20.091	21.257
22.465	21.504
24.341	21.704
26.197	21.879
29.007	22.146
31.769	22.424
34.634	22.701
37.932	23.007
41.559	23.312
45.446	23.638
49.317	23.926
54.475	24.297
60.302	24.702
66.374	25.028
71.903	25.363
78.283	25.775
84.463	26.145
94.915	26.655
104.592	27.063
109.648	27.317
