0.807375	0.0	0.0
0.807577	0.0	0.0
0.80778	0.0	0.0
0.807982	0.0	0.0
0.808185	0.0	0.0
0.808387	7.60547e-11	1.18952e-13
0.80859	7.52287e-11	1.18016e-13
0.808792	7.53114e-11	1.18979e-13
0.808995	7.58247e-11	1.20198e-13
0.809197	0.0	0.0
0.809399	0.0	0.0
0.809602	0.0	0.0
0.809804	0.0	0.0
0.810007	0.0	0.0
0.810209	0.0	0.0
0.81026	0.0	0.0
0.810494	0.0	0.0
0.810727	0.0	0.0
0.81096	0.0	0.0
0.811193	0.0	0.0
0.811427	0.0	0.0
0.81166	0.0	0.0
0.811893	0.0	0.0
0.812126	0.0	0.0
0.81236	0.0	0.0
0.812593	0.0	0.0
0.812826	0.0	0.0
0.813059	0.0	0.0
0.813292	0.0	0.0
0.813525	0.0	0.0
0.813759	0.0	0.0
0.813992	0.0	0.0
0.814225	0.0	0.0
0.814458	0.0	0.0
0.814691	0.0	0.0
0.814924	0.0	0.0
0.815158	0.0	0.0
0.815391	0.0	0.0
0.815624	0.0	0.0
0.815857	0.0	0.0
0.81609	0.0	0.0
0.816323	0.0	0.0
0.816556	0.0	0.0
0.816789	0.0	0.0
0.817022	0.0	0.0
0.817256	0.0	0.0
0.817489	0.0	0.0
0.817722	0.0	0.0
0.817955	0.0	0.0
0.818188	0.0	0.0
0.818421	0.0	0.0
0.818654	0.0	0.0
0.818887	0.0	0.0
0.81912	0.0	0.0
0.819353	0.0	0.0
0.819586	0.0	0.0
0.819819	0.0	0.0
0.820052	0.0	0.0
0.820285	0.0	0.0
0.820518	0.0	0.0
0.820751	0.0	0.0
0.820984	0.0	0.0
0.821217	0.0	0.0
0.82145	0.0	0.0
0.821683	0.0	0.0
0.821916	0.0	0.0
0.822149	0.0	0.0
0.822381	0.0	0.0
0.822614	0.0	0.0
0.822847	0.0	0.0
0.82308	0.0	0.0
0.823313	0.0	0.0
0.823546	0.0	0.0
0.823779	0.0	0.0
0.824012	0.0	0.0
0.824245	0.0	0.0
0.824478	0.0	0.0
0.82471	0.0	0.0
0.824943	0.0	0.0
0.825176	0.0	0.0
0.825409	0.0	0.0
0.825642	0.0	0.0
0.825875	0.0	0.0
0.826108	0.0	0.0
0.82634	0.0	0.0
0.826573	0.0	0.0
0.826806	0.0	0.0
0.827039	0.0	0.0
0.827272	0.0	0.0
0.827504	0.0	0.0
0.827737	0.0	0.0
0.82797	0.0	0.0
0.828203	0.0	0.0
0.828436	0.0	0.0
0.828668	0.0	0.0
0.828901	0.0	0.0
0.829134	0.0	0.0
0.829367	0.0	0.0
0.829599	0.0	0.0
0.829832	0.0	0.0
0.830065	0.0	0.0
0.830297	0.0	0.0
0.83053	0.0	0.0
0.830763	0.0	0.0
0.830996	0.0	0.0
0.831228	0.0	0.0
0.831461	0.0	0.0
0.831694	0.0	0.0
0.831926	0.0	0.0
