807.172 7.61973e-12
807.375 7.58666e-12
807.577 7.62136e-12
807.78 7.64491e-12
807.982 7.62858e-12
808.185 7.63852e-12
808.387 7.60547e-12
808.59 7.52287e-12
808.792 7.53114e-12
808.995 7.58247e-12
809.197 7.61903e-12
809.399 7.5617e-12
809.602 7.52089e-12
809.804 7.50331e-12
810.007 7.48738e-12
810.209 7.49481e-12
810.26 7.50168e-12
810.494 7.56371e-12
810.727 7.59324e-12
810.96 7.59473e-12
811.193 7.58874e-12
811.427 7.59775e-12
811.66 7.58732e-12
811.893 7.58946e-12
812.126 7.56755e-12
812.36 7.56776e-12
812.593 7.55001e-12
812.826 7.5547e-12
813.059 7.55554e-12
813.292 7.53578e-12
813.525 7.52657e-12
813.759 7.52055e-12
813.992 7.53018e-12
814.225 7.50595e-12
814.458 7.51473e-12
814.691 7.49777e-12
814.924 7.4914e-12
815.158 7.48375e-12
815.391 7.47693e-12
815.624 7.4929e-12
815.857 7.46932e-12
816.09 7.46321e-12
816.323 7.47919e-12
816.556 7.47375e-12
816.789 7.45799e-12
817.022 7.46152e-12
817.256 7.43316e-12
817.489 7.41695e-12
817.722 7.44206e-12
817.955 7.45808e-12
818.188 7.38117e-12
818.421 7.23707e-12
818.654 7.21918e-12
818.887 7.34168e-12
819.12 7.42414e-12
819.353 7.35684e-12
819.586 7.18913e-12
819.819 7.10434e-12
820.052 7.20146e-12
820.285 7.22205e-12
820.518 7.29432e-12
820.751 7.35692e-12
820.984 7.33042e-12
821.217 7.26774e-12
821.45 7.1591e-12
821.683 7.13935e-12
821.916 7.24157e-12
822.149 7.21203e-12
822.381 7.19018e-12
822.614 7.30485e-12
822.847 7.35468e-12
823.08 7.31906e-12
823.313 7.23476e-12
823.546 7.21708e-12
823.779 7.22806e-12
824.012 7.26842e-12
824.245 7.30213e-12
824.478 7.31292e-12
824.71 7.27188e-12
824.943 7.08357e-12
825.176 7.03628e-12
825.409 7.17781e-12
825.642 7.20901e-12
825.875 7.21658e-12
826.108 7.25202e-12
826.34 7.25196e-12
826.573 7.23603e-12
826.806 7.24478e-12
827.039 7.2495e-12
827.272 7.24929e-12
827.504 7.23803e-12
827.737 7.23557e-12
827.97 7.21972e-12
828.203 7.22944e-12
828.436 7.26308e-12
828.668 7.20985e-12
828.901 7.19487e-12
829.134 7.17234e-12
829.367 7.17248e-12
829.599 7.1496e-12
829.832 7.17427e-12
830.065 7.20293e-12
830.297 7.20653e-12
830.53 7.17551e-12
830.763 7.14042e-12
830.996 7.10092e-12
831.228 7.10367e-12
831.461 7.12588e-12
831.694 7.16631e-12
831.926 7.15544e-12
832.159 7.16254e-12
832.392 7.15406e-12
832.624 7.09191e-12
832.857 6.99187e-12
833.09 6.9919e-12
833.322 6.98556e-12
833.555 6.89786e-12
833.787 6.86139e-12
834.02 6.93498e-12
834.253 7.00898e-12
834.485 7.0553e-12
834.718 6.97612e-12
834.95 6.95938e-12
835.183 7.05618e-12
835.416 7.1093e-12
835.648 7.08364e-12
835.881 7.09222e-12
836.113 7.0656e-12
836.346 7.05807e-12
836.578 7.03734e-12
836.811 7.04455e-12
837.044 7.06516e-12
837.276 7.07566e-12
837.509 7.04365e-12
837.741 7.04611e-12
837.974 7.04553e-12
838.206 7.05611e-12
838.439 7.04772e-12
838.671 6.99309e-12
838.904 6.88804e-12
839.136 6.88663e-12
839.369 6.96128e-12
839.601 6.9957e-12
839.833 6.9796e-12
840.066 7.00568e-12
840.298 7.00624e-12
840.531 7.00765e-12
840.763 6.99248e-12
840.996 6.9941e-12
