14.2,0.611,0.99338,0.00661999
14.2,0.612,0.99054,0.00945997
14.2,0.613,0.98738,0.01262
14.2,0.614,0.98507,0.01493
14.2,0.615,0.98444,0.01556
14.2,0.616,0.98558,0.01442
14.2,0.617,0.98781,0.01219
14.2,0.618,0.98999,0.01001
