14.2,0.539,0.21055,0.78945
14.2,0.54,0.22923,0.77077
14.2,0.541,0.257,0.743
14.2,0.542,0.35513,0.64487
14.2,0.543,0.42917,0.57083
14.2,0.544,0.51272,0.48728
14.2,0.545,0.58921,0.41079
14.2,0.546,0.64245,0.35755
