14.2,0.531,0.0618,0.9382
14.2,0.532,0.07905,0.92095
14.2,0.533,0.09989,0.90011
14.2,0.534,0.12324,0.87676
14.2,0.535,0.14674,0.85326
14.2,0.536,0.16745,0.83255
14.2,0.537,0.1837,0.8163
14.2,0.538,0.19683,0.80317
