   2  7.868852E-01
   4  7.854030E-01
   6  7.853982E-01
   8  7.853982E-01
  10  7.853982E-01
  12  7.853982E-01
  14  7.853982E-01
  16  7.853982E-01
  18  7.853982E-01
  20  7.853982E-01
  22  7.853982E-01
  24  7.853982E-01
  26  7.853982E-01
  28  7.853982E-01
  30  7.853982E-01
  32  7.853982E-01
  34  7.853982E-01
  36  7.853982E-01
  38  7.853982E-01
  40  7.853982E-01
  42  7.853982E-01
  44  7.853982E-01
  46  7.853982E-01
  48  7.853982E-01
  50  7.853982E-01
  52  7.853982E-01
  54  7.853982E-01
  56  7.853982E-01
  58  7.853982E-01
  60  7.853982E-01
  62  7.853982E-01
  64  7.853982E-01
  66  7.853982E-01
  68  7.853982E-01
  70  7.853982E-01
  72  7.853982E-01
  74  7.853982E-01
  76  7.853982E-01
  78  7.853982E-01
  80  7.853982E-01
  82  7.853982E-01
  84  7.853982E-01
  86  7.853982E-01
  88  7.853982E-01
  90  7.853982E-01
