         2      0.1219
         4      0.0565
         8      0.0289
        16      0.0138
        32      0.0071
        64      0.0016
       128      0.0017
       256      0.0009
       512      0.0004
      1024      0.0002
      2048      0.0001
      4096      0.0001
      8192      0.0000
