       0.00    0.00000
       0.84    2.16160
       4.42    4.97145
      10.74    7.64257
      19.63   10.09420
      30.83   12.25552
      44.02   14.06429
      58.82   15.46847
      74.81   16.42765
      91.52   16.91424
     108.48   16.91424
     125.19   16.42765
     141.18   15.46847
     155.98   14.06429
     169.17   12.25552
     180.37   10.09420
     189.26    7.64257
     195.58    4.97145
     199.16    2.16160
